,nni_counter,nni_mean,nni_min,nni_max,hr_mean,hr_min,hr_max,hr_std,nni_diff_mean,nni_diff_min,nni_diff_max,sdnn,rmssd,sdsd,nn50,pnn50,nn20,pnn20,tinn_n,tinn_m,tinn,tri_index
16,17.0,212.0,184.0,238.0,284.32695860947126,252.10084033613447,326.0869565217391,19.871015640607656,17.1875,0.0,37.0,14.874474780643517,20.163395051429212,10.888640870191283,0.0,0.0,7.0,43.75,187.5,234.375,46.875,2.8333333333333335
17,43.0,183.13953488372093,144.0,243.0,329.4646858501519,246.91358024691357,416.6666666666667,24.65703064988334,9.0,0.0,99.0,14.322113097865126,20.396078054371138,18.524867926852192,2.0,4.761904761904762,7.0,16.666666666666664,164.0625,195.3125,31.25,2.6875
18,26.0,288.96153846153845,199.0,328.0,211.94115975308065,182.9268292682927,301.5075376884422,34.9617855158467,34.8,0.0,126.0,37.12517288227034,57.54024678431611,46.76893555912228,7.0,28.000000000000004,11.0,44.0,289.0625,304.6875,15.625,1.5294117647058822
19,12.0,245.08333333333334,229.0,268.0,245.42710140778414,223.88059701492537,262.0087336244541,12.689593850017303,9.090909090909092,2.0,17.0,12.915518032994498,10.46205264059331,5.430553295098861,0.0,0.0,0.0,0.0,218.75,265.625,46.875,3.0
20,33.0,238.3030303030303,182.0,451.0,256.7590261862295,133.03769401330376,329.6703296703297,30.974017638981568,29.0,0.0,229.0,42.027881257925706,61.206106721470206,54.7622427024903,4.0,12.5,9.0,28.125,210.9375,250.0,39.0625,3.3
21,36.0,215.47222222222223,195.0,234.0,279.07613697990934,256.4102564102564,307.6923076923077,13.353070464831266,10.371428571428572,1.0,22.0,10.2719760544645,11.85748708622531,5.831384228192027,0.0,0.0,1.0,2.857142857142857,195.3125,226.5625,31.25,2.4
22,28.0,278.17857142857144,244.0,516.0,219.33513003927715,116.27906976744185,245.9016393442623,22.432727841365544,22.185185185185187,0.0,271.0,47.96762300909705,70.92849816436163,68.65299424084589,2.0,7.4074074074074066,2.0,7.4074074074074066,250.0,289.0625,39.0625,3.111111111111111
23,51.0,232.98039215686273,207.0,252.0,258.0094046296191,238.0952380952381,289.8550724637681,11.351799556898168,5.02,0.0,15.0,10.000980344103134,6.1757590626578045,3.633685934335514,0.0,0.0,0.0,0.0,210.9375,250.0,39.0625,3.0
24,32.0,243.9375,213.0,284.0,247.10951831229474,211.26760563380282,281.6901408450704,17.362103375352568,5.32258064516129,0.0,22.0,16.677080080157918,7.217809514911597,4.955717887949862,0.0,0.0,1.0,3.225806451612903,218.75,257.8125,39.0625,2.909090909090909
25,23.0,330.39130434782606,328.0,333.0,181.60642077671986,180.18018018018017,182.9268292682927,0.824174674791847,2.1818181818181817,0.0,4.0,1.4996705830639978,2.522624895547565,1.2960145368218983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
26,25.0,366.08,357.0,374.0,163.9259773198589,160.42780748663102,168.0672268907563,2.165490842936728,5.833333333333333,1.0,13.0,4.821134029803914,6.855654600401044,3.6791618453199324,0.0,0.0,0.0,0.0,351.5625,367.1875,15.625,1.9230769230769231
27,26.0,297.6923076923077,274.0,318.0,201.80844866996176,188.67924528301887,218.97810218978103,7.411714162795887,13.08,3.0,25.0,10.791734729020098,14.59726001686618,6.61387430583114,0.0,0.0,4.0,16.0,265.625,312.5,46.875,3.7142857142857144
28,25.0,213.36,172.0,401.0,292.35974503495413,149.62593516209478,348.83720930232556,47.494590123894056,39.75,0.0,221.0,53.740022329731126,83.1950519361979,74.65645957666182,4.0,16.666666666666664,5.0,20.833333333333336,164.0625,218.75,54.6875,4.166666666666667
29,16.0,154.0,115.0,229.0,401.3536621862879,262.0087336244541,521.7391304347826,68.29633968018814,32.6,0.0,114.0,28.959742171964628,45.43933684962109,32.764963866039245,4.0,26.666666666666668,9.0,60.0,101.5625,195.3125,93.75,5.333333333333333
30,14.0,457.7142857142857,118.0,801.0,191.09857247604103,74.90636704119851,508.47457627118644,138.35428648531808,282.46153846153845,2.0,530.0,241.3709014937635,341.3126245721182,199.42150309692255,10.0,76.92307692307693,10.0,76.92307692307693,234.375,257.8125,23.4375,4.666666666666667
31,32.0,244.875,235.0,252.0,245.09301558264525,238.0952380952381,255.31914893617022,4.221574891879113,3.161290322580645,1.0,8.0,4.194850914341103,3.5741003830876235,1.6950275158739732,0.0,0.0,0.0,0.0,226.5625,250.0,23.4375,1.6
32,33.0,231.6969696969697,222.0,241.0,259.0815495696621,248.96265560165975,270.27027027027026,5.723426843621894,2.40625,0.0,8.0,5.120332316393442,2.910111681705704,1.662865288513154,0.0,0.0,0.0,0.0,218.75,234.375,15.625,1.9411764705882353
33,38.0,392.3421052631579,193.0,1201.0,198.9715784892231,49.958368026644465,310.88082901554407,82.53816347510522,252.0810810810811,2.0,960.0,252.30572149309415,372.1986900364708,277.61477890318713,23.0,62.16216216216216,26.0,70.27027027027027,187.5,203.125,15.625,7.6
34,40.0,194.95,194.0,196.0,307.7748466555536,306.1224489795918,309.2783505154639,1.0693691187561725,0.7948717948717948,0.0,2.0,0.6774764637788968,1.0,0.6147094812094565,0.0,0.0,0.0,0.0,179.6875,195.3125,15.625,1.25
35,24.0,330.25,317.0,340.0,181.72017235301448,176.47058823529412,189.2744479495268,2.7621277971208404,4.608695652173913,0.0,23.0,4.945353550468402,7.120087933018317,5.549276205340842,0.0,0.0,1.0,4.3478260869565215,320.3125,335.9375,15.625,1.411764705882353
36,36.0,217.97222222222223,137.0,293.0,282.29202969120945,204.77815699658703,437.95620437956205,51.23156980495373,26.857142857142858,0.0,154.0,32.12163143971997,51.62446817436199,44.731974915399526,8.0,22.857142857142858,9.0,25.71428571428571,203.125,226.5625,23.4375,2.1176470588235294
37,28.0,287.42857142857144,227.0,342.0,211.25769187301668,175.43859649122808,264.3171806167401,23.946620371950615,20.37037037037037,1.0,64.0,31.465946992039186,27.044544873364156,18.128066102780533,3.0,11.11111111111111,8.0,29.629629629629626,218.75,335.9375,117.1875,7.0
38,79.0,200.78481012658227,162.0,453.0,309.1937478407597,132.4503311258278,370.3703703703704,47.18445285619501,20.166666666666668,0.0,238.0,47.20242032203812,55.25059461334516,51.77158039693725,6.0,7.6923076923076925,8.0,10.256410256410255,156.25,195.3125,39.0625,3.95
39,32.0,246.625,240.0,263.0,243.39608399877415,228.13688212927758,250.0,5.248424815936856,3.6774193548387095,0.0,10.0,5.422474140689987,4.642024030180606,2.8796654524926275,0.0,0.0,0.0,0.0,226.5625,257.8125,31.25,2.2857142857142856
40,46.0,340.0652173913044,271.0,593.0,188.54207555013687,101.1804384485666,221.4022140221402,39.40256590968249,105.68888888888888,0.0,298.0,107.333209559745,171.82109558750022,137.00162942332645,16.0,35.55555555555556,16.0,35.55555555555556,257.8125,312.5,54.6875,3.8333333333333335
41,37.0,223.9189189189189,213.0,231.0,268.03684087471987,259.7402597402597,281.6901408450704,4.8074139886744325,2.9444444444444446,0.0,9.0,3.960768572851447,3.7267799624996494,2.316949280466443,0.0,0.0,0.0,0.0,210.9375,226.5625,15.625,1.48
42,51.0,308.45098039215685,289.0,616.0,196.57765952831468,97.40259740259741,207.61245674740485,14.736585101326773,18.14,0.0,311.0,44.35687713331054,62.08977371516182,59.983674649772794,2.0,4.0,2.0,4.0,281.25,320.3125,39.0625,2.6842105263157894
43,28.0,290.0,228.0,572.0,215.69851924680165,104.8951048951049,263.1578947368421,34.14863461141917,58.333333333333336,2.0,312.0,79.42012059645563,116.54390366502008,102.81649074555487,6.0,22.22222222222222,10.0,37.03703703703704,234.375,289.0625,54.6875,4.0
44,55.0,290.23636363636365,273.0,556.0,208.54238846934928,107.9136690647482,219.78021978021977,14.642409718967167,16.37037037037037,0.0,268.0,37.09096108136582,52.06441878772588,49.88791069810904,2.0,3.7037037037037033,2.0,3.7037037037037033,265.625,296.875,31.25,2.391304347826087
45,32.0,232.75,220.0,248.0,257.99494888430615,241.93548387096774,272.72727272727275,7.411741073510121,5.516129032258065,0.0,14.0,6.734600115053411,6.611329474421528,3.7046904300893613,0.0,0.0,0.0,0.0,210.9375,242.1875,31.25,2.4615384615384617
46,20.0,405.3,193.0,1150.0,221.9290893905998,52.17391304347826,310.88082901554407,106.5020667790043,256.2105263157895,0.0,957.0,316.2457572005804,391.9944951278351,304.80423206222207,10.0,52.63157894736842,10.0,52.63157894736842,179.6875,203.125,23.4375,2.857142857142857
47,8.0,381.25,372.0,387.0,157.4036975649641,155.03875968992247,161.29032258064515,2.197263617137787,5.0,0.0,9.0,5.284748946598261,5.744562646538029,3.055050463303893,0.0,0.0,0.0,0.0,359.375,382.8125,23.4375,2.0
48,34.0,223.94117647058823,185.0,761.0,294.5033544433086,78.84362680683311,324.3243243243243,59.51117344231941,48.121212121212125,0.0,570.0,109.73603070522284,132.68486246468632,125.56839709291845,5.0,15.151515151515152,5.0,15.151515151515152,171.875,195.3125,23.4375,1.4782608695652173
49,81.0,204.87654320987653,134.0,447.0,312.2367842181123,134.2281879194631,447.76119402985074,78.56056365014109,78.7625,14.0,277.0,54.26563892465687,88.03372933143297,39.57247597043152,65.0,81.25,70.0,87.5,210.9375,265.625,54.6875,6.75
50,32.0,244.40625,220.0,459.0,252.71282989588394,130.718954248366,272.72727272727275,32.56934193648167,25.806451612903224,0.0,236.0,56.20920563739623,72.11505144670764,68.45262077030053,3.0,9.67741935483871,3.0,9.67741935483871,210.9375,242.1875,31.25,2.2857142857142856
51,25.0,334.48,315.0,625.0,182.5410141889049,96.0,190.47619047619048,18.174884087505294,16.416666666666668,0.0,309.0,60.654843170187156,63.219195397178744,62.36353217167494,1.0,4.166666666666666,1.0,4.166666666666666,304.6875,328.125,23.4375,1.6666666666666667
52,26.0,292.46153846153845,276.0,309.0,205.34974848614274,194.1747572815534,217.3913043478261,6.444776080590374,4.44,0.0,14.0,9.187951977370231,6.082762530298219,4.24342628858646,0.0,0.0,0.0,0.0,265.625,304.6875,39.0625,3.7142857142857144
53,31.0,246.32258064516128,197.0,327.0,245.7732865418769,183.4862385321101,304.56852791878174,23.639804490650366,24.0,0.0,130.0,23.960226900392232,36.207733980463345,27.574350900541738,4.0,13.333333333333334,11.0,36.666666666666664,210.9375,289.0625,78.125,5.166666666666667
54,23.0,369.04347826086956,358.0,378.0,162.6258405241212,158.73015873015873,167.5977653631285,2.7198119498123905,4.818181818181818,0.0,10.0,6.153182922606103,5.696889103233927,3.1112141809354235,0.0,0.0,0.0,0.0,351.5625,375.0,23.4375,2.5555555555555554
55,18.0,438.1111111111111,417.0,462.0,137.00401097609642,129.87012987012986,143.88489208633092,2.7533636279948994,9.588235294117647,1.0,45.0,8.844332774281067,15.03525269256928,11.937644363155425,0.0,0.0,2.0,11.76470588235294,414.0625,445.3125,31.25,2.25
56,43.0,182.2093023255814,171.0,191.0,329.4960392346339,314.13612565445027,350.87719298245617,8.367802872775613,3.5,0.0,13.0,4.559438872821354,4.7784237289438165,3.292637759401138,0.0,0.0,0.0,0.0,164.0625,187.5,23.4375,1.5357142857142858
57,38.0,206.6578947368421,196.0,224.0,290.67097324016703,267.85714285714283,306.1224489795918,9.912808700051666,2.6486486486486487,0.0,7.0,7.200887016643022,3.229927620308609,1.8740362888727666,0.0,0.0,0.0,0.0,187.5,218.75,31.25,2.533333333333333
58,29.0,260.55172413793105,179.0,316.0,243.61976534473172,189.873417721519,335.195530726257,62.30550153367607,79.57142857142857,0.0,129.0,57.91347376344951,92.48706473262703,48.005731580200546,20.0,71.42857142857143,20.0,71.42857142857143,171.875,187.5,15.625,3.625
59,31.0,257.6774193548387,235.0,502.0,236.7697295995091,119.5219123505976,255.31914893617022,23.001309581172166,20.466666666666665,0.0,246.0,45.989409720626035,63.0216893881252,60.62475500602233,2.0,6.666666666666667,2.0,6.666666666666667,226.5625,273.4375,46.875,3.1
60,32.0,253.96875,171.0,379.0,245.17584992173306,158.31134564643799,350.87719298245617,47.06464043914074,62.54838709677419,8.0,149.0,51.113715333179314,74.44612687340835,41.039687059948385,14.0,45.16129032258064,27.0,87.09677419354838,187.5,312.5,125.0,8.0
61,25.0,314.04,281.0,350.0,191.61523219459798,171.42857142857142,213.52313167259786,10.530361659342853,18.458333333333332,0.0,36.0,17.32887763243771,21.062407269825545,10.36289017377021,0.0,0.0,12.0,50.0,281.25,343.75,62.5,5.0
62,31.0,258.96774193548384,217.0,480.0,238.00602455126057,125.0,276.49769585253455,30.809713085038528,34.53333333333333,0.0,244.0,55.67972932822606,84.75730057051133,78.72638489198471,4.0,13.333333333333334,4.0,13.333333333333334,218.75,257.8125,39.0625,3.1
63,36.0,221.66666666666666,62.0,332.0,297.5061986752912,180.72289156626505,967.741935483871,135.67665023981883,43.2,0.0,199.0,50.91281062477582,75.40898013973062,62.71072710563678,12.0,34.285714285714285,13.0,37.142857142857146,218.75,234.375,15.625,1.7142857142857142
64,54.0,312.64814814814815,271.0,346.0,192.30722755389726,173.41040462427745,221.4022140221402,8.85101952053818,8.88679245283019,0.0,30.0,14.371299238028508,11.171898708577562,6.835035246542654,0.0,0.0,4.0,7.547169811320755,281.25,335.9375,54.6875,3.857142857142857
65,39.0,213.74358974358975,194.0,235.0,281.3031061565209,255.31914893617022,309.2783505154639,13.156591615823318,2.5526315789473686,0.0,7.0,9.904060700216666,3.065083496759144,1.7194808836524145,0.0,0.0,0.0,0.0,187.5,226.5625,39.0625,2.6
66,33.0,245.84848484848484,242.0,252.0,244.08074486702043,238.0952380952381,247.93388429752065,2.645718498665537,3.46875,0.0,9.0,2.6823638376580754,4.164582812239421,2.34155138812408,0.0,0.0,0.0,0.0,234.375,250.0,15.625,1.2222222222222223
67,30.0,267.8,252.0,282.0,224.28984560387926,212.7659574468085,238.0952380952381,7.499499098470875,2.2413793103448274,0.0,8.0,8.945813892927605,2.9769227342202287,1.9938328561160987,0.0,0.0,0.0,0.0,242.1875,281.25,39.0625,3.75
68,29.0,276.86206896551727,246.0,299.0,217.1956853041245,200.66889632107024,243.90243902439025,10.570683010216069,11.75,3.0,26.0,13.075943391071348,13.803467473273312,7.376765325443576,0.0,0.0,4.0,14.285714285714285,242.1875,296.875,54.6875,3.625
69,13.0,317.0,189.0,348.0,193.63266775578325,172.41379310344828,317.46031746031747,37.6969858198303,30.833333333333332,1.0,150.0,39.960397061757696,57.064291227818934,50.15219261649908,2.0,16.666666666666664,3.0,25.0,289.0625,343.75,54.6875,4.333333333333333
70,34.0,238.3235294117647,196.0,270.0,253.4628497128003,222.22222222222223,306.1224489795918,21.543250894021977,12.696969696969697,2.0,34.0,19.518011244062528,14.68146636223557,7.4853392060950075,0.0,0.0,4.0,12.121212121212121,210.9375,265.625,54.6875,4.857142857142857
71,20.0,263.1,205.0,728.0,243.93602145962217,82.41758241758242,292.6829268292683,41.35715025107011,57.78947368421053,0.0,492.0,110.4159122781247,158.09657275156053,151.18846919118624,2.0,10.526315789473683,2.0,10.526315789473683,210.9375,265.625,54.6875,4.0
72,40.0,195.975,181.0,391.0,310.3909473413589,153.4526854219949,331.49171270718233,26.881542520817117,13.538461538461538,0.0,195.0,32.05563073062924,44.37774910227664,42.814683999673555,2.0,5.128205128205128,2.0,5.128205128205128,171.875,203.125,31.25,2.0
73,35.0,217.85714285714286,141.0,425.0,284.49820561500115,141.1764705882353,425.531914893617,47.146177770607395,33.088235294117645,0.0,216.0,46.53660346635617,69.4484574003924,61.97769278419494,7.0,20.588235294117645,7.0,20.588235294117645,171.875,250.0,78.125,5.0
74,22.0,331.90909090909093,213.0,843.0,229.22667767643398,71.17437722419929,281.6901408450704,81.82225912546762,183.1904761904762,0.0,629.0,212.8415259095723,298.59185393793854,241.61593884667855,9.0,42.857142857142854,9.0,42.857142857142854,203.125,226.5625,23.4375,1.8333333333333333
75,14.0,540.9285714285714,285.0,1044.0,143.11718888393466,57.47126436781609,210.52631578947367,60.98501499230104,481.0,11.0,759.0,313.14323689517363,554.0065953509106,286.11040992362837,11.0,84.61538461538461,12.0,92.3076923076923,304.6875,351.5625,46.875,7.0
76,34.0,243.2941176470588,233.0,251.0,246.71400527312974,239.0438247011952,257.51072961373393,5.02738761731814,2.393939393939394,0.0,7.0,4.933063537450905,3.0,1.8360860876364486,0.0,0.0,0.0,0.0,218.75,250.0,31.25,2.2666666666666666
77,48.0,167.625,110.0,372.0,389.55668533896096,161.29032258064515,545.4545454545455,99.26092284940584,73.95744680851064,1.0,246.0,56.92123150235491,94.31906014365802,59.1681309074288,25.0,53.191489361702125,41.0,87.2340425531915,109.375,171.875,62.5,4.8
78,48.0,247.91666666666666,237.0,257.0,242.09823805380347,233.46303501945525,253.16455696202533,4.507817417601615,2.297872340425532,0.0,7.0,4.574830927387852,3.0106195022343893,1.9661802918019726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856
79,43.0,241.72093023255815,229.0,264.0,248.37882231788282,227.27272727272728,262.0087336244541,6.314073528535624,4.357142857142857,0.0,17.0,6.227150924610207,5.61672672004069,3.587385953461667,0.0,0.0,0.0,0.0,218.75,257.8125,39.0625,2.388888888888889
80,27.0,293.6666666666667,270.0,327.0,205.01500102645767,183.4862385321101,222.22222222222223,12.131314800490212,13.26923076923077,0.0,35.0,17.66134414259223,16.166204064224658,9.417250946248348,0.0,0.0,7.0,26.923076923076923,257.8125,320.3125,62.5,5.4
81,27.0,281.0,272.0,291.0,213.59725235687796,206.18556701030928,220.58823529411765,4.055040747280321,6.884615384615385,2.0,12.0,5.33493565673837,7.288030228764465,2.4384736714087865,0.0,0.0,0.0,0.0,265.625,289.0625,23.4375,2.076923076923077
82,55.0,221.45454545454547,218.0,226.0,270.95752045635555,265.4867256637168,275.22935779816515,2.433633758520525,2.1296296296296298,0.0,4.0,1.998315789174973,2.3765832929119375,1.0648110169166312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0185185185185186
83,33.0,223.75757575757575,204.0,453.0,273.29183074837573,132.4503311258278,294.11764705882354,28.627344491241868,18.625,1.0,231.0,42.57935995220447,57.07396516801684,54.81273103824483,2.0,6.25,2.0,6.25,195.3125,226.5625,31.25,2.2
84,23.0,343.2608695652174,241.0,1920.0,220.85923873831257,31.25,248.96265560165975,53.48883412105732,199.4090909090909,0.0,1676.0,350.5071932073842,513.4649231181496,484.2967074695024,6.0,27.27272727272727,6.0,27.27272727272727,234.375,265.625,31.25,2.3
85,7.0,314.85714285714283,275.0,368.0,192.83870638435994,163.04347826086956,218.1818181818182,22.257056910752738,53.666666666666664,21.0,93.0,37.69362709808548,60.61078011927141,30.858818296666296,3.0,50.0,6.0,100.0,265.625,281.25,15.625,3.5
86,34.0,224.91176470588235,147.0,311.0,269.1333047677434,192.92604501607718,408.16326530612247,28.10981477686978,11.848484848484848,0.0,164.0,20.641775303992986,34.92372641438291,33.36176817492706,3.0,9.090909090909092,3.0,9.090909090909092,210.9375,234.375,23.4375,2.125
87,38.0,216.10526315789474,138.0,311.0,298.41073532532334,192.92604501607718,434.7826086956522,82.99348208008979,67.56756756756756,3.0,132.0,57.39045474532174,78.84812633808762,41.20109258296471,22.0,59.45945945945946,30.0,81.08108108108108,218.75,242.1875,23.4375,4.222222222222222
88,28.0,272.7142857142857,239.0,301.0,220.95541633220677,199.33554817275748,251.0460251046025,14.831208681116896,18.074074074074073,2.0,49.0,18.055177041209483,21.98315853691774,12.751850321019559,0.0,0.0,12.0,44.44444444444444,226.5625,296.875,70.3125,4.666666666666667
89,46.0,172.2826086956522,169.0,176.0,348.28982225538164,340.90909090909093,355.0295857988166,2.9746120447257955,1.0,0.0,4.0,1.4706467734868052,1.3743685418725535,0.9534625892455924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3529411764705883
90,31.0,263.741935483871,249.0,276.0,227.59249412770285,217.3913043478261,240.96385542168676,4.806027038076135,4.433333333333334,0.0,15.0,5.525502945044816,5.78215646046813,3.7754500378770404,0.0,0.0,0.0,0.0,250.0,273.4375,23.4375,1.9375
91,23.0,315.04347826086956,268.0,839.0,204.56422518688134,71.51370679380214,223.88059701492537,36.98242266538828,80.9090909090909,0.0,566.0,128.33141692185106,190.72946094593587,176.78232757261497,4.0,18.181818181818183,4.0,18.181818181818183,257.8125,289.0625,31.25,2.5555555555555554
92,67.0,250.38805970149255,139.0,500.0,251.1287744036301,120.0,431.6546762589928,57.38959245217748,39.166666666666664,0.0,262.0,58.13879819250746,82.09519603558549,72.70267867953345,15.0,22.727272727272727,19.0,28.78787878787879,226.5625,281.25,54.6875,4.785714285714286
93,24.0,253.875,177.0,348.0,242.3126343868859,172.41379310344828,338.9830508474576,40.905997579396114,20.608695652173914,0.0,171.0,39.49277589415673,48.25926358471636,44.61831985186311,2.0,8.695652173913043,4.0,17.391304347826086,226.5625,289.0625,62.5,4.8
94,25.0,313.2,249.0,343.0,192.92539681203942,174.9271137026239,240.96385542168676,17.29912706324152,18.416666666666668,1.0,46.0,25.654759142636024,21.874642854227357,12.057531172301172,0.0,0.0,10.0,41.66666666666667,0.0,0.0,0.0,5.0
95,22.0,335.8181818181818,242.0,620.0,191.09266666143913,96.7741935483871,247.93388429752065,40.275472340370015,43.904761904761905,1.0,290.0,110.44008777166462,86.08246323259155,75.87285730872719,4.0,19.047619047619047,9.0,42.857142857142854,257.8125,304.6875,46.875,4.4
96,17.0,179.58823529411765,134.0,237.0,340.02646424950626,253.16455696202533,447.76119402985074,47.878525959885216,28.5,1.0,98.0,24.098907712615866,38.556776317529454,26.820390253188588,3.0,18.75,9.0,56.25,148.4375,203.125,54.6875,4.25
97,55.0,217.8909090909091,213.0,222.0,275.3859078775246,270.27027027027026,281.6901408450704,2.296557838821876,0.9259259259259259,0.0,3.0,1.8122293133527783,1.2171612389003692,0.7974452569334964,0.0,0.0,0.0,0.0,203.125,218.75,15.625,1.4473684210526316
98,38.0,217.05263157894737,194.0,233.0,277.0494353203726,257.51072961373393,309.2783505154639,13.525887588719977,4.27027027027027,0.0,14.0,10.213788688538203,5.632914851986468,3.724160223375112,0.0,0.0,0.0,0.0,187.5,226.5625,39.0625,2.7142857142857144
99,28.0,270.67857142857144,237.0,295.0,222.40722699811695,203.38983050847457,253.16455696202533,13.276626978109997,8.62962962962963,1.0,27.0,15.719894381486135,10.78235870574056,6.587564906398372,0.0,0.0,2.0,7.4074074074074066,234.375,289.0625,54.6875,3.5
100,72.0,218.97222222222223,162.0,846.0,312.6594934030401,70.92198581560284,370.3703703703704,77.94424977823171,73.28169014084507,0.0,510.0,119.77196316830312,149.11688392138075,130.7921123767017,20.0,28.169014084507044,21.0,29.577464788732392,148.4375,195.3125,46.875,3.789473684210526
101,53.0,313.6792452830189,274.0,363.0,192.35087098123267,165.28925619834712,218.97810218978103,14.465927951288371,6.115384615384615,0.0,19.0,23.77116351388934,7.491020265316642,4.368576948509983,0.0,0.0,0.0,0.0,265.625,359.375,93.75,5.888888888888889
102,14.0,332.5,185.0,621.0,190.4097671985644,96.61835748792271,324.3243243243243,45.467184613102724,34.76923076923077,0.0,304.0,90.58591332159594,92.38048411950354,89.08250281448264,2.0,15.384615384615385,2.0,15.384615384615385,304.6875,335.9375,31.25,2.3333333333333335
103,9.0,402.0,314.0,993.0,169.3501785061768,60.42296072507553,191.0828025477707,41.09391592812715,91.875,0.0,674.0,221.76789668479972,238.5186051443367,235.3116095126387,1.0,12.5,2.0,25.0,304.6875,359.375,54.6875,4.5
